username,email,password,role
teacher.anglais.14,teacher.anglais.14@example.com,Test123456,user
teacher.anglais.15,teacher.anglais.15@example.com,Test123456,user
teacher.ecofam.1,teacher.ecofam.1@gmail.com,Test123456,user
teacher.ecofam.2,teacher.ecofam.2@example.com,Test123456,user
teacher.ecofam.3,teacher.ecofam.3@school.test,Test123456,user
teacher.ecofam.4,teacher.ecofam.4@school.test,Test123456,user
teacher.ecofam.5,teacher.ecofam.5@gmail.com,Test123456,user
teacher.ecofam.6,teacher.ecofam.6@example.com,Test123456,user
teacher.ecofam.7,teacher.ecofam.7@example.com,Test123456,user
teacher.ecofam.9,teacher.ecofam.9@example.com,Test123456,user
teacher.ecofam.10,teacher.ecofam.10@school.test,Test123456,user
teacher.ecofam.11,teacher.ecofam.11@yahoo.com,Test123456,user
teacher.ecofam.12,teacher.ecofam.12@gmail.com,Test123456,user
teacher.ecofam.13,teacher.ecofam.13@example.com,Test123456,user
teacher.ecofam.14,teacher.ecofam.14@yahoo.com,Test123456,user
teacher.ecofam.15,teacher.ecofam.15@example.com,Test123456,user
teacher.eps.1,teacher.eps.1@yahoo.com,Test123456,user
teacher.eps.2,teacher.eps.2@gmail.com,Test123456,user
teacher.eps.3,teacher.eps.3@example.com,Test123456,user
teacher.eps.4,teacher.eps.4@gmail.com,Test123456,user
teacher.eps.5,teacher.eps.5@yahoo.com,Test123456,user
teacher.eps.6,teacher.eps.6@example.com,Test123456,user
teacher.eps.7,teacher.eps.7@school.test,Test123456,user
teacher.eps.8,teacher.eps.8@school.test,Test123456,user
teacher.eps.9,teacher.eps.9@yahoo.com,Test123456,user
teacher.eps.10,teacher.eps.10@school.test,Test123456,user
teacher.eps.11,teacher.eps.11@gmail.com,Test123456,user
teacher.eps.12,teacher.eps.12@gmail.com,Test123456,user
teacher.eps.13,teacher.eps.13@example.com,Test123456,user
teacher.eps.14,teacher.eps.14@school.test,Test123456,user
teacher.eps.15,teacher.eps.15@yahoo.com,Test123456,user
teacher.espagnol.1,teacher.espagnol.1@example.com,Test123456,user
teacher.espagnol.2,teacher.espagnol.2@example.com,Test123456,user
teacher.espagnol.3,teacher.espagnol.3@school.test,Test123456,user
teacher.espagnol.4,teacher.espagnol.4@yahoo.com,Test123456,user
teacher.espagnol.5,teacher.espagnol.5@example.com,Test123456,user
teacher.espagnol.6,teacher.espagnol.6@yahoo.com,Test123456,user
teacher.espagnol.7,teacher.espagnol.7@school.test,Test123456,user
teacher.espagnol.8,teacher.espagnol.8@school.test,Test123456,user
teacher.espagnol.9,teacher.espagnol.9@yahoo.com,Test123456,user
teacher.espagnol.10,teacher.espagnol.10@gmail.com,Test123456,user
teacher.espagnol.11,teacher.espagnol.11@gmail.com,Test123456,user
teacher.espagnol.12,teacher.espagnol.12@gmail.com,Test123456,user
teacher.espagnol.13,teacher.espagnol.13@example.com,Test123456,user
teacher.espagnol.14,teacher.espagnol.14@school.test,Test123456,user
teacher.espagnol.15,teacher.espagnol.15@school.test,Test123456,user
teacher.francais.2,teacher.francais.2@gmail.com,Test123456,user
teacher.francais.3,teacher.francais.3@school.test,Test123456,user
teacher.francais.4,teacher.francais.4@yahoo.com,Test123456,user
teacher.francais.5,teacher.francais.5@gmail.com,Test123456,user
teacher.francais.6,teacher.francais.6@school.test,Test123456,user
a.lopez01,a.lopez01@example.com,Test123456,user
teacher.francais.7,teacher.francais.7@example.com,Test123456,user
teacher.francais.8,teacher.francais.8@gmail.com,Test123456,user
teacher.francais.9,teacher.francais.9@example.com,Test123456,user
teacher.francais.10,teacher.francais.10@school.test,Test123456,user
teacher.francais.11,teacher.francais.11@yahoo.com,Test123456,user
teacher.francais.12,teacher.francais.12@gmail.com,Test123456,user
teacher.francais.13,teacher.francais.13@gmail.com,Test123456,user
teacher.francais.14,teacher.francais.14@school.test,Test123456,user
teacher.francais.15,teacher.francais.15@example.com,Test123456,user
teacher.hist-geo.1,teacher.hist-geo.1@example.com,Test123456,user
teacher.hist-geo.2,teacher.hist-geo.2@gmail.com,Test123456,user
teacher.hist-geo.3,teacher.hist-geo.3@yahoo.com,Test123456,user
teacher.hist-geo.4,teacher.hist-geo.4@school.test,Test123456,user
teacher.hist-geo.5,teacher.hist-geo.5@yahoo.com,Test123456,user
teacher.hist-geo.6,teacher.hist-geo.6@example.com,Test123456,user
teacher.hist-geo.7,teacher.hist-geo.7@school.test,Test123456,user
teacher.hist-geo.8,teacher.hist-geo.8@gmail.com,Test123456,user
teacher.hist-geo.9,teacher.hist-geo.9@school.test,Test123456,user
teacher.hist-geo.10,teacher.hist-geo.10@school.test,Test123456,user
teacher.hist-geo.11,teacher.hist-geo.11@gmail.com,Test123456,user
teacher.hist-geo.12,teacher.hist-geo.12@yahoo.com,Test123456,user
teacher.hist-geo.13,teacher.hist-geo.13@yahoo.com,Test123456,user
teacher.hist-geo.14,teacher.hist-geo.14@gmail.com,Test123456,user
teacher.hist-geo.15,teacher.hist-geo.15@gmail.com,Test123456,user
teacher.maths.1,teacher.maths.1@school.test,Test123456,user
teacher.maths.2,teacher.maths.2@example.com,Test123456,user
teacher.maths.3,teacher.maths.3@yahoo.com,Test123456,user
teacher.maths.4,teacher.maths.4@example.com,Test123456,user
teacher.maths.5,teacher.maths.5@school.test,Test123456,user
teacher.maths.6,teacher.maths.6@yahoo.com,Test123456,user
teacher.maths.7,teacher.maths.7@school.test,Test123456,user
teacher.maths.9,teacher.maths.9@gmail.com,Test123456,user
teacher.maths.10,teacher.maths.10@gmail.com,Test123456,user
teacher.maths.11,teacher.maths.11@school.test,Test123456,user
teacher.maths.12,teacher.maths.12@yahoo.com,Test123456,user
teacher.maths.13,teacher.maths.13@example.com,Test123456,user
teacher.maths.14,teacher.maths.14@example.com,Test123456,user
teacher.maths.15,teacher.maths.15@yahoo.com,Test123456,user
teacher.musique.1,teacher.musique.1@gmail.com,Test123456,user
teacher.musique.2,teacher.musique.2@yahoo.com,Test123456,user
teacher.musique.3,teacher.musique.3@example.com,Test123456,user
teacher.musique.4,teacher.musique.4@example.com,Test123456,user
teacher.musique.5,teacher.musique.5@school.test,Test123456,user
teacher.musique.6,teacher.musique.6@example.com,Test123456,user
teacher.musique.7,teacher.musique.7@school.test,Test123456,user
teacher.musique.8,teacher.musique.8@school.test,Test123456,user
teacher.musique.9,teacher.musique.9@yahoo.com,Test123456,user
teacher.musique.10,teacher.musique.10@school.test,Test123456,user
teacher.musique.11,teacher.musique.11@yahoo.com,Test123456,user
teacher.musique.12,teacher.musique.12@gmail.com,Test123456,user
teacher.musique.13,teacher.musique.13@gmail.com,Test123456,user
teacher.musique.14,teacher.musique.14@school.test,Test123456,user
teacher.musique.15,teacher.musique.15@gmail.com,Test123456,user
teacher.pct.1,teacher.pct.1@example.com,Test123456,user
teacher.pct.2,teacher.pct.2@gmail.com,Test123456,user
teacher.pct.3,teacher.pct.3@example.com,Test123456,user
teacher.pct.4,teacher.pct.4@gmail.com,Test123456,user
teacher.pct.5,teacher.pct.5@example.com,Test123456,user
teacher.pct.6,teacher.pct.6@school.test,Test123456,user
teacher.pct.7,teacher.pct.7@yahoo.com,Test123456,user
teacher.pct.8,teacher.pct.8@gmail.com,Test123456,user
teacher.pct.9,teacher.pct.9@yahoo.com,Test123456,user
teacher.pct.10,teacher.pct.10@yahoo.com,Test123456,user
teacher.pct.11,teacher.pct.11@school.test,Test123456,user
teacher.pct.12,teacher.pct.12@school.test,Test123456,user
teacher.pct.13,teacher.pct.13@example.com,Test123456,user
teacher.pct.14,teacher.pct.14@school.test,Test123456,user
teacher.pct.15,teacher.pct.15@example.com,Test123456,user
teacher.philo.1,teacher.philo.1@example.com,Test123456,user
teacher.philo.2,teacher.philo.2@gmail.com,Test123456,user
teacher.philo.3,teacher.philo.3@school.test,Test123456,user
teacher.philo.4,teacher.philo.4@school.test,Test123456,user
teacher.philo.5,teacher.philo.5@example.com,Test123456,user
teacher.philo.6,teacher.philo.6@example.com,Test123456,user
teacher.philo.7,teacher.philo.7@example.com,Test123456,user
teacher.philo.8,teacher.philo.8@example.com,Test123456,user
teacher.philo.9,teacher.philo.9@gmail.com,Test123456,user
teacher.philo.10,teacher.philo.10@school.test,Test123456,user
teacher.philo.11,teacher.philo.11@example.com,Test123456,user
teacher.philo.12,teacher.philo.12@gmail.com,Test123456,user
teacher.philo.13,teacher.philo.13@example.com,Test123456,user
teacher.philo.14,teacher.philo.14@school.test,Test123456,user
teacher.philo.15,teacher.philo.15@school.test,Test123456,user
teacher.svt.1,teacher.svt.1@school.test,Test123456,user
teacher.svt.2,teacher.svt.2@gmail.com,Test123456,user
teacher.svt.3,teacher.svt.3@example.com,Test123456,user
teacher.svt.4,teacher.svt.4@yahoo.com,Test123456,user
teacher.svt.5,teacher.svt.5@yahoo.com,Test123456,user
teacher.svt.6,teacher.svt.6@example.com,Test123456,user
teacher.svt.7,teacher.svt.7@example.com,Test123456,user
teacher.svt.8,teacher.svt.8@school.test,Test123456,user
teacher.svt.9,teacher.svt.9@example.com,Test123456,user
teacher.svt.10,teacher.svt.10@school.test,Test123456,user
teacher.svt.11,teacher.svt.11@yahoo.com,Test123456,user
teacher.svt.12,teacher.svt.12@example.com,Test123456,user
teacher.svt.13,teacher.svt.13@school.test,Test123456,user
teacher.svt.14,teacher.svt.14@example.com,Test123456,user
teacher.svt.15,teacher.svt.15@gmail.com,Test123456,user
stevenidred,sedjro@gmail.com,Test123456,user
kiki,kilola@gmail.com,Test123456,user
david,Dibang@gmail.com,Test123456,user
c.robert01,c.robert01@example.com,Test123456,user
b.mercier01,b.mercier01@example.com,Test123456,user
e.bernard01,e.bernard01@example.com,Test123456,user
e.morel01,e.morel01@example.com,Test123456,user
z.picard01,z.picard01@example.com,Test123456,user
s.renard01,s.renard01@example.com,Test123456,user
g.bernard01,g.bernard01@example.com,Test123456,user
f.barbier01,f.barbier01@example.com,Test123456,user
v.perrin01,v.perrin01@example.com,Test123456,user
v.chevalier01,v.chevalier01@example.com,Test123456,user
m.guillaume01,m.guillaume01@example.com,Test123456,user
w.gautier01,w.gautier01@example.com,Test123456,user
o.mercier01,o.mercier01@example.com,Test123456,user
e.roux01,e.roux01@example.com,Test123456,user
y.marie01,y.marie01@example.com,Test123456,user
i.chevalier01,i.chevalier01@example.com,Test123456,user
w.rousseau01,w.rousseau01@example.com,Test123456,user
a.dupont01,a.dupont01@example.com,Test123456,user
g.bourgeois01,g.bourgeois01@example.com,Test123456,user
t.nicolas01,t.nicolas01@example.com,Test123456,user
u.faure01,u.faure01@example.com,Test123456,user
j.riviere01,j.riviere01@example.com,Test123456,user
o.nicolas01,o.nicolas01@example.com,Test123456,user
u.rousseau01,u.rousseau01@example.com,Test123456,user
p.benoit01,p.benoit01@example.com,Test123456,user
h.perrot01,h.perrot01@example.com,Test123456,user
p.picard01,p.picard01@example.com,Test123456,user
i.renard01,i.renard01@example.com,Test123456,user
k.nguyen01,k.nguyen01@example.com,Test123456,user
w.lefevre01,w.lefevre01@example.com,Test123456,user
c.benoit01,c.benoit01@example.com,Test123456,user
b.lopez01,b.lopez01@example.com,Test123456,user
u.masson01,u.masson01@example.com,Test123456,user
g.richard01,g.richard01@example.com,Test123456,user
k.riviere01,k.riviere01@example.com,Test123456,user
g.blanc01,g.blanc01@example.com,Test123456,user
z.bernard01,z.bernard01@example.com,Test123456,user
g.fournier01,g.fournier01@example.com,Test123456,user
k.gautier01,k.gautier01@example.com,Test123456,user
v.perrin02,v.perrin02@example.com,Test123456,user
e.poulain01,e.poulain01@example.com,Test123456,user
u.leclerc01,u.leclerc01@example.com,Test123456,user
z.gautier01,z.gautier01@example.com,Test123456,user
n.nicolas01,n.nicolas01@example.com,Test123456,user
t.guillaume01,t.guillaume01@example.com,Test123456,user
d.noel01,d.noel01@example.com,Test123456,user
n.picard01,n.picard01@example.com,Test123456,user
y.fournier01,y.fournier01@example.com,Test123456,user
d.fontana01,d.fontana01@example.com,Test123456,user
l.perrin01,l.perrin01@example.com,Test123456,user
s.durand01,s.durand01@example.com,Test123456,user
y.thomas01,y.thomas01@example.com,Test123456,user
g.chevalier01,g.chevalier01@example.com,Test123456,user
c.andre01,c.andre01@example.com,Test123456,user
t.chevalier01,t.chevalier01@example.com,Test123456,user
v.thomas01,v.thomas01@example.com,Test123456,user
b.barbier01,b.barbier01@example.com,Test123456,user
e.renard01,e.renard01@example.com,Test123456,user
j.lemoine01,j.lemoine01@example.com,Test123456,user
c.chevalier01,c.chevalier01@example.com,Test123456,user
l.dupont01,l.dupont01@example.com,Test123456,user
t.petit01,t.petit01@example.com,Test123456,user
a.bourgeois01,a.bourgeois01@example.com,Test123456,user
a.poulain01,a.poulain01@example.com,Test123456,user
r.masson01,r.masson01@example.com,Test123456,user
f.chevalier01,f.chevalier01@example.com,Test123456,user
f.richard01,f.richard01@example.com,Test123456,user
m.masson01,m.masson01@example.com,Test123456,user
a.nguyen01,a.nguyen01@example.com,Test123456,user
k.laurent01,k.laurent01@example.com,Test123456,user
f.lefevre01,f.lefevre01@example.com,Test123456,user
p.bernard01,p.bernard01@example.com,Test123456,user
z.martin01,z.martin01@example.com,Test123456,user
u.perrin01,u.perrin01@example.com,Test123456,user
p.dumas01,p.dumas01@example.com,Test123456,user
l.muller01,l.muller01@example.com,Test123456,user
r.dupuis01,r.dupuis01@example.com,Test123456,user
b.benoit01,b.benoit01@example.com,Test123456,user
o.fontana01,o.fontana01@example.com,Test123456,user
z.perrin01,z.perrin01@example.com,Test123456,user
f.bernard01,f.bernard01@example.com,Test123456,user
v.dumas01,v.dumas01@example.com,Test123456,user
d.bourgeois01,d.bourgeois01@example.com,Test123456,user
w.mercier01,w.mercier01@example.com,Test123456,user
d.richard01,d.richard01@example.com,Test123456,user
r.lemoine01,r.lemoine01@example.com,Test123456,user
y.roux01,y.roux01@example.com,Test123456,user
e.lefevre01,e.lefevre01@example.com,Test123456,user
f.riviere01,f.riviere01@example.com,Test123456,user
j.gautier01,j.gautier01@example.com,Test123456,user
m.barbier01,m.barbier01@example.com,Test123456,user
j.durand01,j.durand01@example.com,Test123456,user
i.barbier01,i.barbier01@example.com,Test123456,user
n.blanc01,n.blanc01@example.com,Test123456,user
v.barbier01,v.barbier01@example.com,Test123456,user
a.mercier01,a.mercier01@example.com,Test123456,user
o.thomas01,o.thomas01@example.com,Test123456,user
h.blanc01,h.blanc01@example.com,Test123456,user
i.perrin01,i.perrin01@example.com,Test123456,user
kofi.adjovi,kofi.adjovi@ecole.bj,Test123456,user
akossiwa.agbanon,akossiwa.agbanon@ecole.bj,Test123456,user
dossou.ahouansou,dossou.ahouansou@ecole.bj,Test123456,user
fifame.ahomadegbe,fifame.ahomadegbe@ecole.bj,Test123456,user
togbe.alagbe,togbe.alagbe@ecole.bj,Test123456,user
akpevi.alowanou,akpevi.alowanou@ecole.bj,Test123456,user
kossivi.amidou,kossivi.amidou@ecole.bj,Test123456,user
yewande.amoussou,yewande.amoussou@ecole.bj,Test123456,user
messan.anago,messan.anago@ecole.bj,Test123456,user
naima.aplogan,naima.aplogan@ecole.bj,Test123456,user
gbessou.assogba,gbessou.assogba@ecole.bj,Test123456,user
vicentia.atchade,vicentia.atchade@ecole.bj,Test123456,user
koffi.avognon,koffi.avognon@ecole.bj,Test123456,user
sena.azondekon,sena.azondekon@ecole.bj,Test123456,user
dodji.bako,dodji.bako@ecole.bj,Test123456,user
adjoa.balogoun,adjoa.balogoun@ecole.bj,Test123456,user
houefa.batcho,houefa.batcho@ecole.bj,Test123456,user
celestine.behanzin,celestine.behanzin@ecole.bj,Test123456,user
mathieu.biaou,mathieu.biaou@ecole.bj,Test123456,user
kafui.biokou,kafui.biokou@ecole.bj,Test123456,user
simplice.bocovo,simplice.bocovo@ecole.bj,Test123456,user
afi.bossou,afi.bossou@ecole.bj,Test123456,user
hilaire.capochichi,hilaire.capochichi@ecole.bj,Test123456,user
clemence.chabi,clemence.chabi@ecole.bj,Test123456,user
frejus.codjo,frejus.codjo@ecole.bj,Test123456,user
abibatou.dakpogan,abibatou.dakpogan@ecole.bj,Test123456,user
sylvestre.dangnivo,sylvestre.dangnivo@ecole.bj,Test123456,user
pelagie.dansou,pelagie.dansou@ecole.bj,Test123456,user
edouard.davodoun,edouard.davodoun@ecole.bj,Test123456,user
roseline.degbey,roseline.degbey@ecole.bj,Test123456,user
aristide.deguenon,aristide.deguenon@ecole.bj,Test123456,user
faical.dossou-yovo,faical.dossou-yovo@ecole.bj,Test123456,user
benedicte.ekue,benedicte.ekue@ecole.bj,Test123456,user
lionel.essou,lionel.essou@ecole.bj,Test123456,user
ornella.fagnon,ornella.fagnon@ecole.bj,Test123456,user
pamphile.fandohan,pamphile.fandohan@ecole.bj,Test123456,user
germaine.gangbe,germaine.gangbe@ecole.bj,Test123456,user
constant.gbedo,constant.gbedo@ecole.bj,Test123456,user
viviane.gbenou,viviane.gbenou@ecole.bj,Test123456,user
rodrigue.gnacadja,rodrigue.gnacadja@ecole.bj,Test123456,user
seraphine.gnansounou,seraphine.gnansounou@ecole.bj,Test123456,user
theodore.gogoua,theodore.gogoua@ecole.bj,Test123456,user
grace.goudouna,grace.goudouna@ecole.bj,Test123456,user
wilfried.houeha,wilfried.houeha@ecole.bj,Test123456,user
claudine.houessou,claudine.houessou@ecole.bj,Test123456,user
armand.houndete,armand.houndete@ecole.bj,Test123456,user
precieuse.hounkanrin,precieuse.hounkanrin@ecole.bj,Test123456,user
hyppolite.hounkpe,hyppolite.hounkpe@ecole.bj,Test123456,user
nadege.hounsa,nadege.hounsa@ecole.bj,Test123456,user
sebastien.hounsou,sebastien.hounsou@ecole.bj,Test123456,user
christiane.idossou,christiane.idossou@ecole.bj,Test123456,user
herve.igue,herve.igue@ecole.bj,Test123456,user
melissa.kakpo,melissa.kakpo@ecole.bj,Test123456,user
valentin.keke,valentin.keke@ecole.bj,Test123456,user
joelle.kindoho,joelle.kindoho@ecole.bj,Test123456,user
adrien.kitti,adrien.kitti@ecole.bj,Test123456,user
sandrine.kossou,sandrine.kossou@ecole.bj,Test123456,user
ghislain.kotchoni,ghislain.kotchoni@ecole.bj,Test123456,user
euphrasie.kpadenou,euphrasie.kpadenou@ecole.bj,Test123456,user
franck.kpossou,franck.kpossou@ecole.bj,Test123456,user
delali.kpotchou,delali.kpotchou@ecole.bj,Test123456,user
patrick.lagnide,patrick.lagnide@ecole.bj,Test123456,user
aurore.laleye,aurore.laleye@ecole.bj,Test123456,user
serge.lawani,serge.lawani@ecole.bj,Test123456,user
diane.loko,diane.loko@ecole.bj,Test123456,user
epiphane.longle,epiphane.longle@ecole.bj,Test123456,user
marceline.lokossou,marceline.lokossou@ecole.bj,Test123456,user
aime.madougou,aime.madougou@ecole.bj,Test123456,user
olivia.mahougnon,olivia.mahougnon@ecole.bj,Test123456,user
blaise.medenou,blaise.medenou@ecole.bj,Test123456,user
christelle.mensah,christelle.mensah@ecole.bj,Test123456,user
jonathas.migan,jonathas.migan@ecole.bj,Test123456,user
rosette.minon,rosette.minon@ecole.bj,Test123456,user
euloge.montcho,euloge.montcho@ecole.bj,Test123456,user
felicienne.nahum,felicienne.nahum@ecole.bj,Test123456,user
cyrille.noudohou,cyrille.noudohou@ecole.bj,Test123456,user
mariam.ogouchola,mariam.ogouchola@ecole.bj,Test123456,user
fiacre.ohouens,fiacre.ohouens@ecole.bj,Test123456,user
victorine.oloude,victorine.oloude@ecole.bj,Test123456,user
cedric.padonou,cedric.padonou@ecole.bj,Test123456,user
maryse.pognon,maryse.pognon@ecole.bj,Test123456,user
gontran.quenum,gontran.quenum@ecole.bj,Test123456,user
irene.sagbohan,irene.sagbohan@ecole.bj,Test123456,user
bruno.saka,bruno.saka@ecole.bj,Test123456,user
nathalie.salifou,nathalie.salifou@ecole.bj,Test123456,user
sosthene.samson,sosthene.samson@ecole.bj,Test123456,user
philomene.savi,philomene.savi@ecole.bj,Test123456,user
armel.senou,armel.senou@ecole.bj,Test123456,user
bernadette.sossou,bernadette.sossou@ecole.bj,Test123456,user
ulrich.sounon,ulrich.sounon@ecole.bj,Test123456,user
marcelline.tchaou,marcelline.tchaou@ecole.bj,Test123456,user
rodrigue.tchiakpe,rodrigue.tchiakpe@ecole.bj,Test123456,user
henriette.tchibozo,henriette.tchibozo@ecole.bj,Test123456,user
firmin.tchomakou,firmin.tchomakou@ecole.bj,Test123456,user
priscille.tessi,priscille.tessi@ecole.bj,Test123456,user
barnabe.tokpanou,barnabe.tokpanou@ecole.bj,Test123456,user
clarisse.topanou,clarisse.topanou@ecole.bj,Test123456,user
clovis.vikou,clovis.vikou@ecole.bj,Test123456,user
leontine.vodounon,leontine.vodounon@ecole.bj,Test123456,user
wilfried.zinsou,wilfried.zinsou@ecole.bj,Test123456,user
